date,hospital_onset_covid
2023/02/24,1237.0
2023/02/25,1237.0
2023/02/26,1158.0
2023/02/27,1171.0
2023/02/28,1244.0
2023/03/01,1272.0
2023/03/02,1177.0
2023/03/03,1191.0
2023/03/04,1131.0
2023/03/05,1132.0
2023/03/06,1030.0
2023/03/07,1077.0
2023/03/08,1404.0
2023/03/09,965.0
2023/03/10,1327.0
2023/03/11,1309.0
2023/03/12,1370.0
2023/03/13,1809.0
2023/03/14,953.0
2023/03/15,1367.0
2023/03/16,986.0
2023/03/17,983.0
2023/03/18,986.0
2023/03/19,982.0
2023/03/20,964.0
2023/03/21,972.0
2023/03/22,1400.0
2023/03/23,981.0
2023/03/24,956.0
2023/03/25,1295.0
2023/03/26,1452.0
2023/03/27,1258.0
2023/03/28,911.0
2023/03/29,1299.0
2023/03/30,945.0
2023/03/31,922.0
2023/04/01,1281.0
2023/04/02,1272.0
2023/04/03,1272.0
2023/04/04,883.0
2023/04/05,1342.0
2023/04/06,860.0
2023/04/07,1169.0
2023/04/08,865.0
2023/04/09,966.0
2023/04/10,831.0
2023/04/11,1020.0
2023/04/12,1424.0
2023/04/13,1145.0
2023/04/14,882.0
